Timestamp,Server_Workload(%),Inlet_Temperature(°C),Outlet_Temperature(°C),Ambient_Temperature(°C),Cooling_Unit_Power_Consumption(kW),Chiller_Usage(%),AHU_Usage(%),Total_Energy_Cost($),Temperature_Deviation(°C),Cooling_Strategy_Action,Output
2025-01-05 09:00:00,84.6566317337658,23.28434250126073,30.69659841084934,27.501047297427178,0.93,80.85537723353778,56.22669966567816,0.12,3.5,Eco Mode,4
2025-01-05 10:00:00,22.348442828737795,17.13725472392113,25.895674961188668,32.96111024628666,0.47,20.0,61.656446701514696,0.06,8.96,Reduce AHU,1
2025-01-05 11:00:00,52.536049068750934,19.79163807707067,28.27621574005282,20.059090364504414,0.68,57.01743129412422,44.87525158409581,0.07,3.94,Boost All,3
2025-01-05 12:00:00,62.82285158073702,20.275400036612137,22.880902281323873,24.90634958703389,0.68,53.3775473248307,51.07645573990166,0.07,0.91,Increase Chiller,0
2025-01-05 13:00:00,56.70874439933134,20.238015622924262,25.702510151673454,21.97092176315566,0.67,57.38023622819657,43.00206973216136,0.07,2.03,Eco Mode,4
2025-01-05 14:00:00,77.12554784940937,23.265342679198575,27.335452305518494,24.748478786548375,0.82,73.89511923115195,45.27158287485894,0.09,0.75,Increase Chiller,0
2025-01-05 15:00:00,69.78059880145852,23.279404620807735,28.411749933996923,18.555881471898353,0.69,63.33244101034392,37.582994412767704,0.09,5.44,Increase Chiller,0
2025-01-05 16:00:00,100.0,26.13399476444192,30.430887368518384,27.81229440079196,1.07,98.69112887579108,55.53241292680717,0.12,3.81,Eco Mode,4
2025-01-05 17:00:00,72.62018147154423,21.62201586827393,27.98872461616137,25.966882686095015,0.84,75.11537510767448,48.485634013991515,0.1,1.97,Increase Chiller,0
2025-01-05 18:00:00,68.4891095418584,20.08174536097767,20.08174536097767,25.68331430695176,0.84,71.06882101825954,54.90574391112457,0.07,1.68,Eco Mode,4
2025-01-05 19:00:00,57.303922899232575,22.93206171553711,27.818773470780734,26.157520082881106,0.77,63.12385658705253,52.216825967726834,0.09,2.16,Boost All,3
2025-01-05 20:00:00,48.0522204034541,19.384001936340223,24.773209642762335,24.094055191011094,0.67,51.19899449709882,51.2767577168147,0.08,0.09,Eco Mode,4
2025-01-05 21:00:00,83.31017537901289,23.331648420956874,26.04774273920346,25.4346301243474,0.98,88.83206159252688,53.12285051144583,0.13,1.43,Eco Mode,4
2025-01-05 22:00:00,82.86544272290121,21.691368999259634,26.59981488780215,21.9249734236254,0.93,89.85454201569411,42.30844824339239,0.08,2.08,Boost All,3
2025-01-05 23:00:00,40.38273845180022,18.61916296704881,22.94323495683852,27.338956678016938,0.68,48.58460541376171,59.25734647714735,0.08,3.34,Increase Chiller,0
2025-01-06 00:00:00,83.01720366573579,22.38866885058127,28.949189678292182,24.684660461847,0.9,80.1744243411725,52.47724890320036,0.08,0.68,Boost All,3
2025-01-06 01:00:00,72.23287554825242,21.581178631392856,24.786817843726602,23.767513439422405,0.75,62.36428814615776,50.20669808166006,0.07,0.23,Boost All,3
2025-01-06 02:00:00,67.82519314837415,21.37956151774071,24.986807649214054,28.29155914289767,0.86,73.37677166202893,54.53215120677377,0.1,4.29,Reduce AHU,1
2025-01-06 03:00:00,33.43024724923538,17.85533048491829,24.992128772365284,25.39123729708011,0.51,33.79761343103075,48.39204654291714,0.05,1.39,Increase Chiller,0
2025-01-06 04:00:00,41.83222957464025,18.52663257138127,19.87816718358398,21.406902332458923,0.52,38.81921556600996,41.561219808709225,0.06,2.59,Increase Chiller,0
2025-01-06 05:00:00,39.90167121129065,18.648354730398196,22.386812335315916,27.07952006206694,0.67,48.33124966312762,56.97687522172417,0.06,3.08,Boost All,3
2025-01-06 06:00:00,81.33735305743667,23.546005496445055,29.46750146524048,22.427298879272104,0.84,78.63469433018281,43.07458917163954,0.08,1.57,Maintain,2
2025-01-06 07:00:00,59.522767379388924,21.103068412172906,24.560412351017433,23.62299106011405,0.63,51.82440190803567,43.686365854975854,0.06,0.38,Boost All,3
2025-01-06 08:00:00,39.91377627356636,18.612016699096287,24.344133560350315,21.898581167767674,0.6,45.23483407081316,48.608724718699776,0.08,2.1,Reduce AHU,1
2025-01-06 09:00:00,100.0,25.42953942678767,29.401175865407822,19.93662672575531,1.01,100.0,42.78266938886065,0.15,4.06,Eco Mode,4
2025-01-06 10:00:00,54.94290771179662,20.121791716569916,27.301233451568898,22.12283113586876,0.56,45.50729674904793,39.774785121104756,0.08,1.88,Reduce AHU,1
2025-01-06 11:00:00,99.59621407933085,25.56072381411192,28.639480386460857,24.05224839799915,1.06,100.0,51.91083650784114,0.11,0.05,Maintain,2
2025-01-06 12:00:00,41.5329375899865,17.6545691245671,25.595318191650858,25.508048692973244,0.61,46.79123844544026,46.2014319799845,0.07,1.51,Maintain,2
2025-01-06 13:00:00,65.60394404264217,21.911424229906135,24.683111147477085,26.91213151379483,0.82,66.02585357113712,58.623687212159794,0.07,2.91,Increase Chiller,0
2025-01-06 14:00:00,73.77168557777935,22.890618541989156,28.66198930355627,24.641409747865637,0.76,67.59043782214776,44.68346439524899,0.09,0.64,Eco Mode,4
2025-01-06 15:00:00,47.67647000484282,21.18982023044075,27.547070792156454,19.820788643273197,0.57,46.304287071494485,40.04488019758986,0.07,4.18,Reduce AHU,1
2025-01-06 16:00:00,20.535869402988084,17.732470422131787,20.112748874186693,26.124943814439735,0.45,20.0,57.2029432937398,0.04,2.12,Boost All,3
2025-01-06 17:00:00,35.34642744077069,18.302919763260842,23.801905940140433,22.806604482524687,0.48,32.19766854826844,44.83811487947709,0.05,1.19,Reduce AHU,1
2025-01-06 18:00:00,90.35307695162982,24.923664117335555,30.67773632879741,28.314685269353504,1.05,95.51923762496949,57.23767654375669,0.13,4.31,Boost All,3
2025-01-06 19:00:00,83.80997313506612,23.579822571467165,29.99715052199568,22.990048472237444,0.85,77.75823177161331,44.71610635398551,0.1,1.01,Increase Chiller,0
2025-01-06 20:00:00,76.03181703894191,21.236993407632294,25.87285373030963,21.207706848550032,0.81,72.9595144670975,46.082932821781085,0.08,2.79,Reduce AHU,1
2025-01-06 21:00:00,14.797219167697293,16.54168924797638,19.120538752649797,22.21466893069418,0.39,20.0,45.83588886501775,0.03,1.79,Maintain,2
2025-01-06 22:00:00,55.14639702297751,21.99081178308461,26.742287287602142,28.249249917975384,0.78,64.20850540805279,53.52594097291913,0.09,4.25,Eco Mode,4
2025-01-06 23:00:00,49.33002541446829,19.3207394283516,20.878771228648805,19.728192593931624,0.61,55.002321107321926,34.81079112953405,0.08,4.27,Increase Chiller,0
2025-01-07 00:00:00,81.57015284672758,22.58085689531198,27.189657304939374,23.66607990707476,0.94,86.71564687727198,49.91173744137582,0.11,0.33,Maintain,2
2025-01-07 01:00:00,77.2530795335071,23.646402030984653,28.39090983346119,23.891148225428413,0.86,74.4118775990519,52.393850028391654,0.12,0.11,Maintain,2
2025-01-07 02:00:00,83.22654954224805,23.950242319263978,29.533129588431734,24.147986749939108,0.89,82.13802306471027,47.458377416780685,0.09,0.15,Increase Chiller,0
2025-01-07 03:00:00,81.85180349538285,24.79645814423597,28.962707055955743,24.0029556792331,0.91,83.25446415391852,48.43169732907148,0.1,0.0,Boost All,3
2025-01-07 04:00:00,71.60007720478305,22.310013863514087,29.042895929178275,24.074288389937195,0.74,65.13149586928364,43.78821626979738,0.07,0.07,Boost All,3
2025-01-07 05:00:00,76.50892506214046,22.05962130969145,25.79957928356872,25.636374503569257,0.81,72.02648231672067,46.541857338527265,0.11,1.64,Eco Mode,4
2025-01-07 06:00:00,40.89672352861739,20.043949609671568,25.33251822749839,30.27744790475537,0.62,39.3387373824464,61.78872274069972,0.08,6.28,Maintain,2
2025-01-07 07:00:00,94.03089234627262,23.368231528612657,28.218597340851993,28.76991559356621,1.03,92.86654719512919,57.465431720658216,0.14,4.77,Reduce AHU,1
2025-01-07 08:00:00,47.99886286869059,17.184815996901,23.5085209065926,22.963185113943837,0.54,39.21775289861387,44.845436806894824,0.07,1.04,Reduce AHU,1
2025-01-07 09:00:00,92.1339362562933,23.789734540606293,32.78551552653632,25.25626673393374,1.03,94.19260899784727,55.21087519355477,0.1,1.26,Maintain,2
2025-01-07 10:00:00,64.00745099624632,22.420145658719708,29.274053955598493,25.211947210405135,0.77,64.28481630068609,50.726402627153725,0.1,1.21,Boost All,3
2025-01-07 11:00:00,86.95974146726707,22.751694721210864,27.120022096997836,30.095845807789413,0.94,81.69957395020563,56.40121146322046,0.12,6.1,Eco Mode,4
2025-01-07 12:00:00,84.18320251137617,24.455340549239136,27.92550734263673,25.59089880335768,0.89,76.70534741742986,55.18929377162369,0.08,1.59,Increase Chiller,0
2025-01-07 13:00:00,74.47053048147467,22.312721145008933,22.624982187699246,24.154190068227095,0.87,76.91444353559926,50.8162651874045,0.09,0.15,Reduce AHU,1
2025-01-07 14:00:00,78.78169014911722,24.11332181546251,27.34832425755854,22.56526505717553,0.83,75.8225861809341,45.39092354842815,0.07,1.43,Increase Chiller,0
2025-01-07 15:00:00,65.69482937040952,21.62840820760459,28.78873347705285,27.259298915733243,0.82,70.25915925738938,50.88718866840216,0.07,3.26,Increase Chiller,0
2025-01-07 16:00:00,66.9172022367625,20.90836070739625,27.148600803905715,24.613870523836813,0.76,63.503858482224594,49.423817031743454,0.07,0.61,Increase Chiller,0
2025-01-07 17:00:00,76.52313071062184,22.487257880170382,26.650628154890178,24.81427992654355,0.85,77.97547198133401,45.626117706764916,0.09,0.81,Eco Mode,4
2025-01-07 18:00:00,82.40119574794822,22.92267623655092,28.74865692952424,24.136832564966525,1.0,92.01347395980572,52.96341846461181,0.1,0.14,Eco Mode,4
2025-01-07 19:00:00,63.46632517607132,20.187753154836077,26.700515534702518,19.88284265392472,0.68,61.11121386971613,37.39303412004131,0.1,4.12,Increase Chiller,0
2025-01-07 20:00:00,72.19878204184006,21.654416602413807,31.40399800676928,24.872145210216452,0.89,81.18886118282822,47.78918438950855,0.12,0.87,Maintain,2
2025-01-07 21:00:00,88.0540705262114,23.615568827664323,24.919033952807222,22.591079034148088,0.96,89.80482026126995,48.13416288068156,0.11,1.41,Boost All,3
2025-01-07 22:00:00,97.52589200914672,23.902695672967422,27.42347635231812,23.272069263369886,1.02,100.0,44.04510440330809,0.11,0.73,Increase Chiller,0
2025-01-07 23:00:00,90.18650270375883,22.941119047917713,29.59484472942354,19.260062329239133,0.99,99.86728307224263,38.89082147579802,0.08,4.74,Increase Chiller,0
2025-01-08 00:00:00,51.42296948632872,19.218704861633135,25.157039480644702,26.710513469025013,0.72,58.82086488526805,49.22832551342437,0.1,2.71,Boost All,3
